"取引年月日","取引種別","取引形態","通貨ペア","売り又は買いの別","約定数量","約定価格","約定金額","手数料通貨","手数料数量","入金・出金","決済損益","レバレッジ手数料","預託JPY","預託BTC","約定番号"
"取引年月日","取引種別","取引形態","通貨ペア","売り又は買いの別","約定数量","約定価格","約定金額","手数料通貨","手数料数量","入金・出金","決済損益","レバレッジ手数料","預託JPY","預託BTC","約定番号"
