"取引年月日","取引種別","取引形態","通貨ペア","増加通貨名","増加数量","減少通貨名","減少数量","約定価格","単価","手数料通貨","手数料数量","送付元アドレス","送付先アドレス","備考"
"取引年月日","取引種別","取引形態","通貨ペア","増加通貨名","増加数量","減少通貨名","減少数量","約定価格","単価","手数料通貨","手数料数量","送付元アドレス","送付先アドレス","備考"
